 countyName, cityName, HotelCode, HotelName, HotelRating
United Kingdom,London,5150304,Harley House,2
Estonia,Pärnu,5537431,Vintage Boutique Apartment,5
Mexico,Bahía de Kino,1421186,Eco Bay Hotel y Restaurant,3
France,Créteil,1298965,ibis Créteil,3
Italy,Moneglia,5270060,La Casa Azzurra,5
Mexico,Oaxaca,1286341,Angel Inn,3
Colombia,Girardot,5973130,Condominio Los Mangos,5
France,Granville,5877991,Apartment Granville Appartement Dans Residence Avec Vue Sur Mer,5
Kenya,Nakuru,5727184,North Hills House,5
Greece,Kokkini Hani,1550650,Anna Hotel,3
Chile,Vina del Mar,1717939,La Casa Del Puerto,1
Mexico,Mexico,1106082,Casa Lecanda Boutique Hotel,4
Greece,Neos Marmaras,1878940,Natalie Apartments,2
Guatemala,Guatemala City,1214077,Hotel Santander Plaza,3
Spain,Argamasilla de Alba,5294989,Casa Rural Alonso Quijano,3
Portugal,Barcelos,1818032,Art'Otel Barcelos,5
United States,Gettysburg    Pennsylvania,1204358,The Beechmont,3
United Kingdom,Braunton,5332480,Croyde Broadlands,4
Germany,Heringsdorf,5806568,Villa Limora Wohnung 03,5
Taiwan,Nantou,1439319,Hotel Formosa,3
Thailand,Trat,1447526,Koh Chang Bailan Beach Resort,3
Luxembourg,Luxembourg,1279762,NH Luxembourg,4
Brazil,Buzios,1537442,Pousada Elementos,3
United States,Aurora    Ohio,1125184,Mario's International Spa Hotel & Restaurant,4
France,Dieppe,1616671,Appartements Entre Terre Et Mer,2
South Korea,Paju,1672169,Paju Hanok Town Salimchae Pension,3
Italy,Bologna,1143055,UNAWAY Congress Hotel Bologna San Lazzaro,4
Italy,Gaiole In Chianti,1523864,Cavarchino B&B,1
Spain,Nerja,1084973,Certuner,2
United Kingdom,Bodmin,5463110,Dromore,4
India,Arpora,5145395,Oyo 819 1 Bhk Near Club Cubana,3
Austria,Bad Gastein,1036741,Stubnerhof,3
Sweden,Öregrund,5315472,Epokgården,5
Brazil,Rio de Janeiro,1006403,Pousada Talisma,5
India,Noida    UTTAR PRADESH,1837096,Orchid Suites Noida,2
United Kingdom,Whitland,5717284,The Stables,5
China,Guizhou,1107524,Home Inn Zhongshan Road - Zunyi,3
Spain,Alora,5554712,Apartamento Rocabella El Mirador,5
United States,Kiawah Island    South Carolina,5333711,30 Marsh Cottage Lane Home,5
France,Abondance,1390637,Les Touristes,2
Russian Federation,Yeysk,1753243,Hostel Poddubnyj,5
Argentina,Puerto Iguazu,1918069,Tierra Viva,5
Spain,Toro,1813982,Hostal Julián,2
Switzerland,Leysin,5360439,La petite Silene,5
Italy,Crotone,1841049,Hotel Chisari,5
Greece,Apokoronas,1267917,Anna's House,4
United Kingdom,Coatbridge,6059564,Albion Apartment,5
Virgin Islands (USA),Charlotte Amalie,1077343,Marriott's Frenchman's Cove,4
Taiwan,Magong,1935792,Mulu Hotel,3
India,Dehradun    Uttarakhand,1284687,Hotel Madhuban,3
Bulgaria,Kardzhali,1396182,Hotel Ustra,3
Spain,Gran Canaria,1320358,Con Mar,5
Romania,Deva,1170240,Villa Venus,5
Spain,Oropesa del Mar,5445510,Oropesa Varios 3000,2
United States,Myrtle Beach    South Carolina,5406909,Carolina Dunes 106 Apartment,5
France,Pierrelatte,1401211,Le Robinson,1
China,Beihai,1700879,Echarm,3
Australia,Katoomba    New South Wales,5551217,Lilac Cottage,5
Spain,Zumaia,1315133,Pension Txiki Polit,2
Thailand,Trat,1484204,The Mangrove Hideaway Koh Chang,3
United States,Sevierville    Tennessee,5388304,Simple Pleasures Cabin,5
Spain,Gran Canaria,6158971,Casa vacacional piscina privada Agaete I,3
Argentina,Bariloche,1531278,Hostel Pudu,5
Italy,Cortona,1347373,B&B Rugapiana Vacanze,3
United Kingdom,Ashford,1647952,Abbey Canterbury,3
United Kingdom,Snowdonia,5454005,Braich Y Celyn Lodge,4
India,Leh    Jammu and Kashmir,1891492,Indus Nature Lodge,2
Germany,Schierke,1297483,Brockenscheideck,5
Spain,Cambrils,5249346,Apartamento Tranquila Para 4 Personas en Cambrils,3
Greece,Plakias,1641018,Belvedere Apartments and Spa,5
Italy,Grado,5316905,Isola Del Sole,5
Ecuador,Atacames,5748791,Apartamento En Atacames Con Vista Al Mar,5
Germany,Amrum,1592724,Pension Sturmmöwe,5
China,Xuancheng,1950596,Yi Hong Hotel,5
India,Indore    Madhya Pradesh,1387980,Treebo Sapphire Star,3
Indonesia,Lembongan Island,5787333,Belongs Beach Bungalow,5
Spain,Cadiz,5284168,El Artista,5
United States,Elk Mountain    Wyoming,1187070,The Historic Elk Mountain Hotel,3
Thailand,Amphawa,1698170,Baansuan Rabiangnam,2
Kenya,Homa Bay,1862019,Toffee Resort Hotels,2
Panama,Los Santos,1427871,Casa Praga,5
Uruguay,Punta del Este,1469636,Posada Kryon,3
Austria,Ramsau am Dachstein,1072560,Haus Bergidyll,5
China,Yangjiang,5491764,Yishang International Apartment Yangjiang Hailing Island Poly Branch,5
Germany,Kochel am See,1275290,Schmied von Kochel,5
Brazil,Sao Paulo,1272697,ibis São José dos Campos Colinas,3
Russian Federation,Jaroslawl,1768438,Hostel Svoboda,5
Peru,Mancora,1019667,Vichayito Bungalows & Carpas,4
Colombia,Armenia,5324228,Apartment Mocawa Mountain View,3
Indonesia,Medan,1513927,Anaya Home Hotel,3
Taiwan,Taipei,1165924,Landmark Inn,3
Austria,Sölden,1776977,Lorenzi,5
Argentina,Mendoza,6005812,Casa Centrica,5
Serbia,Kragujevac,1408571,Hotel Kragujevac,4
Canada,Toronto    Ontario,1016529,HI Toronto Hostel,5
Italy,Macerata,1403141,Hotel 77,4
Germany,Dornum,5772011,Ferienhaus Nordwind,5
Greece,Ornos,1145625,Kivotos Mykonos,5
Germany,Kaub,5230273,Ferienhaus Mauseloch,5
United States,San Bruno    California,1226543,Courtyard San Francisco Airport,3
France,Gerardmer,5518740,Le Chalet Du Pont Des FÉes,1
Puerto Rico,Puerto Rico,1311525,Hacienda el Jibarito,3
Austria,Schwaz,1137169,Landhaus Matthias,3
South Korea,Yangpyeong,1672210,Yangpyeong Blue Hill Pension,3
France,Lyon,1703110,Ibis Lyon Carre De Soie,3
Taiwan,Wujie,1818766,Yilan Amy B&B,5
China,Baoding,1719336,GreenTree Inn Hebei Baoding Sanfeng Road Agricultural University Shell Hotel,3
Peru,Iquitos,1060225,Amazon Rainforest Lodge,2
Malaysia,Kuala Lumpur,5563302,Seri Endon,4
Belgium,Bouillon,1271725,Aux Roches Fleuries,4
Thailand,Khao Kho,1654132,Red Z Cool Mountain Resort,3
Malaysia,Kuala Lumpur,1841781,TA Hotel,2
United States,Park City    Utah,1548879,Abode At Lower Deer Valley,3
Russian Federation,Dubna,1428530,Vokrug Sveta Dubna Hotel,5
Italy,Turin,1353920,Gotha Hotel Turin Airport,4
United States,Davenport    Iowa,1340580,Sleep Inn And Suites Davenport,2
Malaysia,Kota Bharu,5485158,Staycity D'Perdana Sri Cemerlang,3
India,Jaipur    Rajasthan,1085610,1589 Shrivihar,3
Saudi Arabia,Al Khobar,1629117,Days In Apartment,3
India,Jodhpur    Rajasthan,1511737,Hotel Shubham Excellency,5
United States,Myrtle Beach    South Carolina,1026922,Blue Dolphin Cottages,5
Brazil,Recife,5500850,NUI Supreme Beach Living,3
South Korea,Incheon,1425496,Bando Tourist Hotel,2
China,Jinhua,1675607,Yiwu Wendemu International Hotel,3
Bulgaria,Plovdiv,5637255,Guest House Center,5
United States,Blythe    California,1089419,Willow Inn & Suites,2
United Kingdom,Reading,1633116,Burgh House,3
United States,Fayetteville    North Carolina,1340646,Sleep Inn & Suites Near Ft. Bragg,2
United Kingdom,Lancashire,1807576,Lyndawn Hotel,3
United States,Bridgeton    Missouri,1645598,Surestay Plus Hotel By Best Western St. Louis Airport,2
France,Orvault,1083692,Hotel du Parc,2
Nepal,Chitwan Nationalpark,1691482,Tharu Community Home Stay,3
Austria,Zillertal,1385140,Gästehaus Floerl,5
Sweden,Kiruna,5332863,Nordic Borealis House,2
India,Munnar    Kerala,1483213,Cloudsland Resort,1
Italy,Reggio di Calabria,1183004,Le Sirene Scilla,2
Italy,Sardinia,1338088,Jazz Hotel,4
Switzerland,Zweisimmen,1016550,Rinderberg Swiss Alpine Lodge,3
Thailand,Laem Chabang,1915501,Baan Plai Haad by Khun Tid,3
United Kingdom,Llanrwst,1815053,Caretaker's Cottage,4
United Kingdom,Holyhead,5451780,Ffrwd Win,4
Guatemala,Petén,1454680,Mon Ami Hotel,5
India,Coorg    Karnataka,5513249,OYO 9375 Home Serene 1BHK Madikeri,3
Australia,Inverloch    Victoria,6020357,Flying Colours Free Wifi,5
Colombia,Santa Rosa de Cabal,1676503,Rural Hotel Wellness Spa,3
India,Rajkot    Gujarat,1138937,Hotel Jayson,3
Malaysia,Kuala Terengganu,5721745,Homestay Azmi Zita,3
Indonesia,Rantepao,6102282,Airy Rantepao Landorundun 63 Toraja Utara,2
France,Strasbourg,5448482,Appartement Le Bain Aux Plantes,3
Croatia,Trilj,1127198,Hotel SV. Mihovil,3
Vietnam,Dong Hoi,1553317,Thanh Phuc Hotel 1,1
France,Orleans,1567275,Jackotel,2
Italy,Castiglione del Lago,5367830,La Contea di Laviano,5
Portugal,Vieira de Leiria,1044170,Hotel Cristal Vieira Praia & Spa,4
Australia,Byron Bay    New South Wales,5970857,Sea ann Lennox Head Wifi,5
Greece,Logaras,1491265,Paros Inn Hotel,3
Spain,Agaete,1658526,Flatguest Awesome Duplex,3
India,Baga    Goa,5456364,Oyo 23020 Ramys Inn,2
Italy,Carovigno,1612284,B&B La Vigna,5
Portugal,Algarvia,1006459,Via Donana Apartments,3
Thailand,Cha Am,1485052,Autumn By Huahin Resort Home @ A214,3
United Kingdom,Alexandria,5486988,Queen of Alexandria,5
South Africa,Cullinan,1805676,Legodimo Game Lodge,5
United Kingdom,Somerset,1462433,Worth House,2
Brazil,Matinhos,5493303,Pousada Anjos,5
United States,Kansas City    Missouri,1493582,Silver Heart Inn Bed And Breakfast,4
United Kingdom,Callander,1486216,Westcot Guest House,5
Germany,Engelsbach,1365240,Landgut Engelsbach,3
Morocco,Rissani,1553742,Riad Lghiam Massage Center,3
Spain,Gran Canaria,5862657,Salobre Villa CardÓn,5
United States,Steamboat Springs    Colorado,5437675,Waterford 24,4
Estonia,Insel Muhu,1433858,Luscher & Matiesen Muhu Winehouse,5
United States,Washington    District of Columbia,1226676,Bird Rock Hotel,3
United States,Detroit    Michigan,1335231,Holiday Inn Express Hotel & Suites Belleville Area,2
France,Bordeaux,5380746,Appartement Sur Les Quais De Bordeaux,5
Spain,Matarraña,5353298,Casa El Mirador,3
France,Parmain,1471105,Hôtel Moderne,1
United States,Orlando    Florida,5161869,326COV,4
France,Beaune,1692573,La Poterne,1
Italy,Tramonti,5306608,Campinola Holiday Home,5
Guadeloupe,St. Francois,5610402,Gite Maracudja,5
Brazil,Gramado,5212271,Casa Xixo Escultura,5
Portugal,Porto,1455113,Yours Guesthouse Porto,4
Mexico,Mexico,1083990,Xixim Unique Mayan Hotel,4
United States,Little Rock    Arkansas,1381485,Home2 Suites by Hilton Little Rock West,3
Brazil,Ipojuca,5586061,Flat Porto De Galinhas,5
France,Saint Raphael,1275765,Camping Les Pecheurs,4
Italy,Loro Ciuffenna,1548943,Villa Morandi,1
United States,Santa Rosa    Florida,5468102,Seas The View Home,4
Argentina,Puerto Iguazu,1713997,Bait Kasher Iguazu,5
Slovenia,Sezana,5322344,Guesthouse Domacija Sajna,3
Spain,Empuriabrava,5226959,Apartment Dinasty,5
United States,East Hampton    New York,1128439,East Hampton Point,3
Australia,Moree    New South Wales,1523038,Dover Motel,5
South Africa,Kwazulu Natal,5643944,Acacia Bush Lodge,5
Panama,Panama City,1084920,Covadonga,2
United Kingdom,Warwick,1498625,Swan Hotel,3
United Kingdom,Ammanford,5200265,Glynhir Mansion,3
Israel,Tel Aviv,5193758,Sea N' Rent Ramat Yam,5
Croatia,Tisno,5247625,Apartments Irena,5
Croatia,Volosko,5241028,Holiday Home Dunja,5
Brazil,Timbo,5369324,Mara e Ricardo Guesthouse,5
Canada,Fort Saint John    British Columbia,1650962,Sportsmans Inn,3
Portugal,Ribeira Brava,5552825,Rocha Mar 3m,5
Spain,Teruel,1400633,Hotel Rural Casa Ramiro,5
Indonesia,Banjarbaru,1922563,Airy Eco Syariah Ahmad Yani Km 34 Banjarbaru,2
India,Indore    Madhya Pradesh,1500095,OYO Rooms Near CHL Hospital Indore,3
Sweden,Stockholm,1340679,Liljeholmens Stadshotell,3
Japan,Ishikawa,5618405,Oyama Tabi ne,2
Chile,Calama,1273299,Agua Del Desierto,5
Ireland(Republic of),Dublin,1216752,Kinlay House Hostel,5
Spain,Santa Cruz de Tenerife,1147731,Finca el Moral,3
Spain,Jávea,5206517,Casa Eve,5
Spain,Málaga,5453906,New Uncibay s Home 3,3
United Kingdom,Cornwall,5824688,Dave's Pad,5
United States,Chicago    Illinois,1855350,The Rose Hotel Chicago O Hare Tapestry Collection by Hilton,4
Austria,Krimml,5364639,Unterbergbauer,5
Germany,Gager,1206699,Inselwind WE 01 MEERglück,3
Philippines,Malay,1909150,Aquarius Terraces Boutique Resort,3
Thailand,Cha Am,5159777,Rain By Favstay,3
Guam,Guam,1226729,Pacific Bay Hotel,2
Philippines,Boracay Island,1627489,Austrian Pension House,5
Spain,Fromista,1619169,El Apostol,2
United States,Galveston    Texas,1032580,TownePlace Suites Galveston Island,2
United States,Concord    California,1671616,Global Luxury Suites at N. Civic Drive,4
Chile,Puerto Montt,5767225,Turismo Montana Puerto Varas,5
Finland,Rukatunturi,6128924,Rukako RUKANTYKKY 1 B,3
United States,Brooklyn    New York,1435006,Phoenix Hotel,2
Spain,Empuriabrava,6168921,Apartamento Inmobahia - BII - 313,3
Germany,Weiding,5631651,Ferienhaus Schlamminger,5
Brazil,Imperatriz,1499929,Alcazar Palace Hotel,3
China,Shijiazhuang,1746401,Home Inn Shijiazhuang North Zhonghua Street West Heping Road,2
France,Saint-Mamet-la-Salvetat,5944823,Appartement Residence Jardins De Ramel,3
Colombia,Ocana,1730183,Hotel Real,3
New Zealand,Christchurch,1842400,McWilliam Apartments,2
Thailand,Koh Tao,1824494,Villa De Kestrel,3
Spain,Pollensa,6068029,Finca Rafalet Piscola,4
United States,Albany    New York,1250411,Quality Inn & Suites Albany Airport,2
France,Argelès sur Mer,5266696,Del Mar Village,4
Indonesia,Lembongan Island,1824728,Villa Sari At Sandy Bay,3
India,Ooty    Tamil Nadu,5399855,OYO 24868 Home Heritage Studio Lion's Villa Ooty Town,2
Italy,Tortoreto,1946828,Hotel Green Park,3
Italy,Volterra,1572717,Hotel Ristorante S.Elisa,3
Greece,Samos,1139543,Hotel Anthousa,2
Germany,Überlingen,1160211,Hotel Kreta,5
Australia,Hamilton Island    Queensland,5394312,Oasis 25 Hamilton Island,4
Switzerland,Bever,5586825,Chesa Wazzau,5
Barbados,St. James,5460653,Sugar Hill Townhouse,5
United Kingdom,Petworth,1793202,Kilsham Farm,5
Russia,Samara,1469508,Hotel Kiev,3
Spain,Vilanova,5906554,Vilanova Ameba Apartment,5
France,Calvados,1002123,La Consigne,2
Spain,Can Picafort,1837299,Mar I Cel,3
Switzerland,Riehen,1062247,Hotel Landgasthof Riehen,5
Japan,Yamanakako,1598953,Yamanakakohanso Hotel Seikei,2
Thailand,Chiang Mai,1406868,De Wiang Kum Kam,3
Mexico,Yucatan,1156983,Fiesta Americana Mérida,4
United States,Long Beach    Washington,5669834,Long Beach Daze,5
Nigeria,Lagos,1751445,Cribville Hotel & Suites,3
France,Bandol,1401031,Auberge de la Cauquiere,2
Sri Lanka,Mirissa,1634439,Eliyana Guest House,2
Indonesia,Bali,1496610,Coast Boutique Apartments,3
Spain,Pontevedra,5640993,Pension Casa Prieto,5
United States,Breckenridge    Colorado,5238762,River Mnt Lodge E204,5
France,La Rochelle,5580509,Apartment Centre Ville,5
Mexico,Jalapa,1056912,Casa Regia,5
Tanzania,Nungwi,1778204,Kicheko Bungalows,2
Ireland(Republic of),Moville,1777377,Seawater View Bed & Breakfast,5
Chile,Santiago,1457091,Almond Suites General Jofré,3
France,Nice,5450385,Cannes Festival Vacances,5
Spain,Sant Feliu,1589559,Apartamentos Rayon du Soleil,3
Spain,Begur,5350192,Apartment Mel,3
United States,Fort Myers    Florida,5363777,Caper Beach #302 Condo,5
United Kingdom,Llandudno,1348920,The Llandudno hotel,3
United Kingdom,Baslow,1113603,Cavendish Hotel,4
Italy,Valdidentro,1403949,Meublè Rosalpina,3
South Korea,Gangwon-do,1836179,Sokcho Bada Yeohang Pension,2
Romania,Odorheiu Secuiesc,1788065,Horizont Panzio,3
Russia,Syktywkar,1423981,Siyaniye Hotel,5
United States,Huntsville    Alabama,1279067,Suburban Extended Stay Hotel Huntsville University Area,2
Italy,Capannori,1800002,Art Gallery B&B,3
China,Jiaxing,5810310,Greentree Inn Tongxiang Chongfuzhen World Fur Center Branch,3
United Kingdom,Cumbria,1065065,The Mortal Man Inn,5
Iceland,Reykjavik,1386484,Bus Hostel Reykjavik,2
Germany,Schwerin,1150755,Drei am Zemminsee,5
United States,Nashville    Tennessee,1343485,Drury Inn & Suites Nashville Airport,3
United States,Avon    Colorado,1010402,Hummingbird Lodge,3
Italy,Treviso,1625879,B&B Ca Milione,5
Italy,Terracina,5545714,Sofia,5
New Zealand,Kaitaia,1593564,Kauri Lodge Motel,3
Italy,Livorno,1367133,Borgo Degli Olivi Hotel,3
United Kingdom,Cumbria,1608976,Acorn Guest House,3
Greece,Sidari,5426604,Canal D'amour Beach House,3
Canada,Alberta,1060239,Ramada by Wyndham Edmonton West,3
United States,Ruidoso    New Mexico,5170373,Hopkins,3
France,Cannes,5459657,Agence la Galère Appartement Cassis 2,5
Austria,Hüttschlag,6137429,Comfortable Holiday Home in Huttschlag Austria Near Ski Area,3
Panama,Los Santos,1577711,Hostal La Choza De Playa Venao,5
Israel,Tel Aviv,5418450,Beautiful Apt Near Rothschild By Sea N' Rent,5
United Kingdom,Tenby,1391619,Giltar Hotel,3
South Africa,Kwazulu Natal,5408479,Ocean View Villas Unit H07,5
France,Limoux,5579012,Apartment Albert,5
Sri Lanka,Mirissa,1742863,Mira Whales Resort,5
United States,Providence    Rhode Island,1261922,Courtyard Providence Warwick,3
Netherlands,Oosterend,1627908,Camp Silver Island HideAway,5
Italy,Volterra,5150888,Borgo Da Vinci,5
Mexico,Mexico,1479589,Real Mayab Hotel & Bungalows,4
France,Cotignac,5616164,Chateau Nestuby,5
Germany,Bremen,6170100,Wohnung im Viertel,5
United States,Breckenridge    Colorado,5354460,The Lift C212 by RedAwning,5
Italy,Palermo,1649021,Il Lapino,5
Slovakia,Levice,1423786,Hotel Golden Eagle,4
India,Pune    Maharashtra,1405027,Hotel Vishal,2
Spain,Begur,5788942,Mas Mato 208s,3
United Kingdom,Dartmouth,5415734,Sandridge Boathouse Stoke Gabriel,5
Spain,Vera Playa,5144000,Apartamento VenAVera Playa Jardines C1 0A,3
Austria,Thumersbach,1574348,Appartementhaus Hollaus,5
France,Saint Malo,1162866,Escale Oceania Saint Malo,3
United States,Amarillo    Texas,1182965,Big Texan Motel,2
United Kingdom,Alnwick,5942088,Church View,4
Serbia,Poarevac,1578707,Hotel Feniks Pozarevac,3
United States,Urbandale    Iowa,1286072,Ramada by Wyndham Des Moines Tropics Resort & Conference Ctr,3
United States,Erie    Pennsylvania,1255841,Hilton Garden Inn Erie,3
Italy,La Spezia,5878552,Suites Cinque Terre,5
France,Dinard,5413014,Appartement Loceanna,2
Italy,Santa Croce Camerina,5662156,Casatua Punta Secca,5
Spain,Torrevieja,6124786,Torrevieja Experience El Palmeral,3
China,Xianning,1441196,7Days Inn Chibi Train station,2
Taiwan,Checheng,1819218,View Mountain B&B,5
United States,Lithia Springs    Georgia,1250908,Baymont Inn & Suites Lithia Springs Atlanta,2
Ecuador,Cuenca,1156351,Hotel El Quijote,2
United States,Orlando    Florida,1679788,Hostels Homes,2
Brazil,Imbituba,1642865,Pousada Villa Buena Vista,5
Estonia,Tallinn,1563269,Linda Garden Apartment,5
Italy,Dobbiaco,1572500,Hotel Serles,3
Saudi Arabia,Hail,1865864,Ansam Hail Furnished Apartments - Families Only,5
Spain,Guime,5284129,Casa Nora,5
France,Mâcot-la-Plagne,6090570,Belle Plagne Two-roomed Divisible Apartment for 6 People of 35 mÂ² Ag324,5
Italy,Udine,5336422,Flat in Lignano,5
United States,Old Lyme    Connecticut,1672005,Shore Road Inn,2
South Africa,Western Cape,1362649,A Smart Stay Apartments,4
France,Les Houches,5970775,Appartement Beauregard 3,5
United States,Fayetteville    Arkansas,1116373,The Inn at Carnall Hall,3
Guatemala,Flores,1405610,Hotel los Estudiantes,2
United Kingdom,London,1558049,London City Luxury Apartments,4
Germany,Celle,1094363,Althoff Hotel Fürstenhof Celle,5
Mexico,Monterrey,1312628,Las Torres de El Legado,3
Russian Federation,Adler,1035689,Golden Dolphin Hotel,2
Brazil,Altamira,1435085,Xingu Praia Hotel,3
Greece,Laganas,1200243,Timos,2
India,Mumbai    Maharashtra,1503639,OYO Apartments BKC Kalanagar,3
Austria,Schwaz,1111510,Emberger,2
United States,Ellensburg    Washington,1324135,Best Western Plus Ellensburg Hotel,2
Portugal,Torres Vedras,5650694,Moinho Do Avo,5
Egypt,Sharm el Sheikh,1155173,Coral Beach Resort Tiran,4
United States,Bronx    New York,5217307,Apartment Haviland Ave,3
United Kingdom,Bude,5365706,Fisherton Cottage,4
Australia,Ulladulla    New South Wales,1474095,Milton Country Cottages,4
United States,Phoenix    Arizona,1344040,Red Roof PLUS Tempe Phoenix Airport,2
Australia,Noosa    Queensland,5936450,Sonoma On The River,5
United Kingdom,Peterhead,1651773,St Olaf Hotel,3
Spain,Nerja,5816116,Edf. Delfin 6º7,5
United States,Anna Maria Island    Florida,5205079,Blue Water View,4
Canada,New Westminster    British Columbia,1452825,Towle Houses,3
Canada,British Columbia,1250172,Travelodge by Wyndham Cranbrook,2
Germany,Groß Plasten,1005738,Schloss Groß Plasten,4
France,Val Thorens,5307831,Apartment Arcelle.2,1
Italy,Sesto Fiorentino,6073364,Villa Il Paradisino,5
Croatia,Okrug Donji,5427874,Holiday Home Okrug Donji 48,4
Russia,Belgorod,1411249,Hotel Olimp,5
Thailand,Patong,1852270,Arica Hostel Patong Beach Phuket Adults Only,2
India,Chennai    Tamil Nadu,1063876,Raj Residency,3
United States,Oakland    Maryland,5186956,Finn McCool's Five Bedroom Holiday Home,3
Austria,Innsbruck,1525354,Pittlanderhof,5
Greece,Neo Pori,1413996,Afrodite Beach,3
Indonesia,Depok,6111676,Khatarina Female Residence,2
United States,Bradford    Pennsylvania,5004532,Travelodge by Wyndham Low Moor Near Covington,2
United States,Fayetteville    North Carolina,1171062,Home2 Suites Fayetteville,3
United States,Grenada    Mississippi,1179874,The Alluvian,3
United States,Camdenton    Missouri,1383171,The Lodge At Old Kinderhook,5
United States,Fredericksburg    Texas,1339874,Windcrest Inn and Suites,2
Spain,Pollensa,1700809,Villa Isern,3
Italy,Udine,5252346,Casa Di Ettore E Luigina,5
Germany,Bad Reichenhall,1203172,Gästehaus Christa Mauerer,3
Jamaica,Port Antonio,1419500,Moon San Villa at the Blue Lagoon,3
Thailand,Takua Thung,1698705,Apa Tree Boutique Hotel,3
Germany,Gelsenkirchen,1131985,Grimberg,3
India,Mumbai    Maharashtra,1383716,Hotel Tuliip Residency,3
Dominican Republic,Sosua,5201670,Bayrock C 3,3
United States,Corpus Christi    Texas,5212219,The Reel Home,5
South Korea,Namhae,1672721,Namhae Sky Under The Cloud Pension,3
United States,Salem    New Hampshire,1257516,La Quinta Inn & Suites Salem NH,2
Myanmar,Taunggyi,1574075,Hotel 8,2
Spain,Cantabria,5256950,Chalets Playa Galizano,3
Sweden,Kivik,1779156,Adagio På Österlen,5
Argentina,Salta,5713285,Studio Altos De Juramento,5
Germany,Wolnzach,1281821,Hotel garni Hopfengold,3
United States,Willmar    Minnesota,1338291,Best Western Plus Willmar,3
China,Wuxi,1309410,ibis Wuxi Hi Tech,3
United States,Williams    Arizona,5956254,Grand Canyon Rentals Gcr 83 B,5
Japan,Kawasaki,1235696,Hotel Sunroute Kawasaki,3
China,Wuxi,1442380,Wuxi New Century Manju Hotel,4
Brazil,Diamantina,1719196,Hostel Pico do Itambe,5
United Arab Emirates,Jumeirah Beach,1030016,DoubleTree by Hilton Dubai Jumeirah Beach,4
United Kingdom,Gloucester,1345385,Premier Inn Gloucester Business Park,3
Cambodia,Siem Reap,1856187,Summer Bliss Boutique & Spa,3
Italy,Gioiosa Marea,5225055,Villa Caferì,5
Egypt,El Alamein,1826326,Marassi North Coast,3
Italy,Castel di Sangro,1802254,Villa Regina,5
Thailand,Phuket,1597449,SunSeaSand Hotel,3
Bulgaria,Kopriwschtiza,1524148,Guest House Mavrudieva,2
United States,Breckenridge    Colorado,5232406,Amber Sky Ski In Ski Out Apartment,5
Ireland(Republic of),Kerry,1622898,The Old School,4
Brazil,Vargem Bonita,5728383,Chalé da Vó,5
Italy,Peccioli,1868219,B&B Gli Aristogatti,5
Kenya,Nairobi,1459714,Decasa Hotel,3
United States,Dewey Beach    Delaware,1549289,The Bay Resort,3
Mexico,Guadalajara,1663263,FCH Providencia Urban Boutique Adults Only,3
United States,Cleveland    Ohio,1309615,Motel 6 Cleveland West Lorain Amherst,2
United States,Kissimmee    Florida,5450979,Ov4268 Paradise Palms 4 Bed 3 Baths Townhome,3
South Africa,Johannesburg,1198913,Court Classique Suite Hotel,4
United States,Anchorage    Alaska,1248362,Embassy Suites Anchorage,3
Ireland(Republic of),Clare,1701085,Headley Court,4
Italy,Vibo Valentia,1219411,Hotel Residence Piccolo,4
United States,Orlando    Florida,6093389,Amazing 6 Bedroom 5 Bathroom Solara Resort Villa,3
United States,Schulenburg    Texas,1248571,Americas Best Value Inn Schulenburg,2
Brazil,Arraial do Cabo,5650864,Apartamento Perto De Praia Dos Anjos 2,5
United Kingdom,Shropshire,1341093,Lord Hill Hotel,3
Spain,Oviedo,1127650,Hotel Silvota,3
Colombia,Medellin,1889196,The Sugar Cane Hostel,5
United Kingdom,Isle of Wight,5354317,Old Tether Barn,4
Denmark,Viborg,5435382,Holiday Home Kirkeby Feriehus,5
France,Lille,1262311,Hotel Carlton,4
Sri Lanka,Balapitiya,1200735,Michelle Beach Hotel,4
Croatia,Banjole,1109287,Centinera Resort,3
Austria,Hallein,1527329,Gasthof Hohlwegwirt,3
China,Heyuan,1123136,Oriental International Hotel,5
United States,Concord    California,1309888,Motel 6 Pinole,2
Austria,St. Anton (am Arlberg),1509927,Talhof Nigg,3
Jamaica,Priory,5435554,Hartland Breeze,3
Italy,Casciana Terme,1661432,Il Poggio di San Ruffino,5
United States,Kings Canyon Nationalpark    California,1108372,John Muir Lodge,2
Spain,Somo,1737490,Surftolive House,2
Italy,Pescasseroli,1558188,Albergo Della Corte,2
Australia,Sydney    New South Wales,6152741,Spacious 3 Bedroom Terrace in Newtown,3
Cambodia,Sihanoukville,1357409,Beach Club Resort,3
India,Hyderabad    Andra Pradesh,1132536,Oyo 10272 Hotel Ruma,2
United States,Sevierville    Tennessee,5554704,Arthur's Retreat,5
Italy,Sardinia,1403436,Hotel Del Corso,3
United States,Davenport    Florida,1557568,Orlando Oasis,5
United Kingdom,Prestwick,5744230,Garden Gate Upper Apartment,5
Australia,Blackheath    New South Wales,1492772,Norwood Mountain Lodge,3
Italy,Gossensass,1857388,Aparthotel Pichler,3
Germany,Vaterstetten,1240162,Best Western Plus Hotel Erb,4
Portugal,Lagos,5533497,Ferienwohnung mit Pool Meia Praia,5
Portugal,Mirandela,1750007,Residencial Jorge V,1
